,paper_id,sentence_id,section_name,prev_sentence,text,next_sentence,problem,direction
71,PMC7241111,PMC7241111_13,,"Finally, staying continuously at home, reduced air pollution or the absence of occupational stress may also have enhanced CPAP use by increasing sleep duration and favouring naps.","While a reduction in CPAP adherence has been widely reported in various settings (e.g. post-traumatic stress disorders, sleep disorders) or in clinical trials, a sudden sharp increase (within a month) as seen in this national cohort, has never been reported [4].","However, the clinical impact of this modest increase in CPAP adherence needs to be confirmed on larger cohort with outcome data.",1.0,0.0
72,PMC7283656,PMC7283656_6,abstract,"There were significant differences in the incidences of concomitant chronic medical illnesses (eg, hypertension, diabetes and cardiovascular disease), fever, dry cough and dyspnoea among the two groups (P < .05).","Compared with those in the M group, lymphocyte count (LYM) decreased significantly in the SC group, while the serum levels of C‐reactive protein (CRP), procalcitonin (PCT), creatinine (Cre), D‐dimer, lactic dehydrogenase (LDH), myoglobin (MB) and troponin I (cTnl) increased significantly in the SC group (P < .05).","The main therapeutic drugs were antivirals, antibiotics, glucocorticoids, immunomodulators, traditional Chinese medicine preparations and symptomatic support drugs.",0.0,0.0
73,PMC7220603,PMC7220603_17,Background,"This commentary focuses on adaptation of healthcare delivery system for the containment of COVID-19 in Japan, for knowledge sharing with the global society.",The major related measures adopted in Japan are outlined.,"
",0.0,0.0
74,PMC7149591,PMC7149591_169,"Evolutionary Origins, Evolvability, and Consequences of High Mutation Rates: Fidelity Mutants","It has been suggested that because of the generally deleterious nature of most mutations, the adaptive value of the high mutation rates for RNA viruses is debatable, and that there might have been a trade-off between replication rate and copying fidelity (Elena and Sanjuan, 2005).","Mutation rates would be a consequence of rapid RNA replication, and an increase in copying fidelity would come at a cost, resulting in a lower replication rate.","A connection between elongation and error rate has been suggested by results with some viral and cellular polymerases [review (Kunkel and Erie, 2005)].",1.0,0.0
75,PMC7264577,PMC7264577_119,SUPPLY‐SIDE SHOCKS,FCC will use the extra fund to provide support to food processors with lost sales because of the financial downturn related to the pandemic.,"The economic measures are expected to help Canadian businesses cope with financial risks, reduce layoffs, and prevent bankruptcy during the COVID‐19 pandemic and to help businesses rebound and encourage business investments following the pandemic.","Ultimately, what is unclear is how severe the economic impact of COVID‐19 would have been in the absence of government emergency support.",1.0,0.0
76,PMC7122224,PMC7122224_50,Microbiologic Diagnosis ::: Diagnosis,"For example, patients who have had a recent change in antibiotics may have a false-negative BAL/PSB, perhaps early VAP, inadequate BAL technique, or other causes, such as Legionella pneumophila, viruses, or anaerobic bacteria.","However, the quantitative approach may improve de-escalation of antibiotics by targeting the specific pathogens that are causing VAP.","In one large, prospective, randomized trial of 413 patients with suspected VAP, patients receiving invasive management compared to those managed clinically had a lower mortality rate at day 14 (16 and 25%; p = 0.02, but not at day 28), lower mean sepsis-related organ failure assessment scores (p = 0.04), and significantly more antibiotic-free days (11 ± 9 vs. 7 ± 7; p < 0.001).47 Multivariate analysis demonstrated significantly reduced mortality (hazards ratio, 1.54 [CI, 1.10–2.16]; p = 0.01).",1.0,1.0
77,PMC5256920,PMC5256920_25,Study population and design ::: Methods,|,"We conducted a prospective study of CAP in immunocompetent military trainees or active duty soldiers admitted for pneumonia to Daejeon Armed Forces Hospital, South Korea from January to May 2015.",Patients are referred to this 500-bed hospital by basic and advanced military training centers and other military hospitals.,0.0,0.0
78,PMC6277751,PMC6277751_88,Demographic and Clinical Characteristics ::: Results,"Cough was the chief complaint of the bronchial infections (P < 0.001), including bronchitis (56.0%), COPD (55.5%) and asthma (60.0%).","Out of 1,300 enrolled patients and 583 were diagnosed with chronic diseases, including chronic respiratory disease, cancer, diabetes mellitus, chronic cardiac diseases, cerebrovascular disease, chronic kidney disease, and other chronic diseases lasting more than 1 year.",|,1.0,0.0
79,PMC7436549,PMC7436549_218,PANDEMIC PARADIGM SHIFT,"Given the massive distributional inequalities, this is the alternative of saying that the focus is cast on satisfying unlimited wants of those who can afford them instead of fulfilling even the most basic needs of others.","This final result explicitly opposes Marx's needs‐centered distributional system apparent within a well‐known aphorism “From each according to his ability, to each according to his needs!” (","Marx, 2018, p. 10).",0.0,0.0
80,PMC7451190,PMC7451190_33,Case-2,|,A 28 year old female HCW was evaluated as part of the routine mental health screening after the duty in the COVID-19 ward.,"When asked about the experience of doing duty in the COVID-19 area, she broke down and discussed her experience about how she was ill treated by her colleagues who were directly not in contact with the COVID-19 patients.",0.0,0.0
81,PMC7457578,PMC7457578_65,Discussion,A majority of the participants (42%) were aged 18–29 years.,This might be explained by easy access to internet services and ease of use for the younger generation.,"This was a web-based survey, but notably only 51.15% of Nepalese use the internet,10 which is mostly concentrated in urban Nepal.",0.0,1.0
82,PMC7097102,PMC7097102_220,Main,128) hold valuable information for the rational design of glycomimetics.,"In cases in which the structure has not yet been solved, homology models can be generated — as is the case for MAG, for example129.",|,0.0,0.0
83,PMC7272108,PMC7272108_0,abstract,|,The coronavirus (COVID-19) pandemic is currently a global health threat attributed to negatively affecting the mental health and well-being of people globally.,The purpose of the present study is to examine the mediating role of optimism-pessimism and psychological inflexibility in the relationship of coronavirus stress with psychological problems among Turkish adults.,1.0,0.0
84,PMC7226924,PMC7226924_32,,"Of the patients studied, 35%, 50%, and 15% of patients were affected by low, intermediate and high-risk prostate cancer respectively.",The authors found that time from diagnosis to treatment was significantly associated with an increased risk of BCR and clinical recurrence in high risk patients only.,They were able to estimate that the risk of BCR and CR only becomes clinically significant at around 12 ;months after diagnosis [7].,1.0,0.0
85,PMC4926180,PMC4926180_59,2.2. ER Functions ::: 2. The Endoplasmic Reticulum (ER),"For instance, owing to their high curvature, tubules are better suited for surface-dependent functions, such as vesicular transport and inter-organelle signaling, whereas ER sheets immobilize polysomes on their flattened membranes and are thus specialized in protein synthesis, including protein translocation through the ER membrane, proteolytic processing, protein folding and secretion [19,33].","In fact, it has been reported that the translocation machinery is more enriched on ER sheets than in tubules [31].","The flat ER sheets might also be more stable platforms than tubules, which would allow them to better support the bulky membrane-bound polyribosomes required for protein synthesis [6].",0.0,0.0
